PRCE_REG_YMD,PDLT_CODE,PDLT_NM,AMNT_RAIN,AVG_TEMP_C,total_SunL,Quantity,PDLT_PRCE,Category
2020-04-01,151,고구마,0,11.3,19.12,147648,3350,뿌리채소
2020-04-01,152,감자,0,11.3,19.12,358141,1275,뿌리채소
2020-04-01,211,배추,0,11.3,19.12,388962.3,800,채소
2020-04-01,214,상추,0,11.3,19.12,114428,2187.5,엽채류
2020-04-01,223,오이,0,11.3,19.12,436917,392.5,열매채소
2020-04-01,224,호박,0,11.3,19.12,250212,787.5,열매채소
2020-04-01,225,토마토,0,11.3,19.12,128383.7,3950,과일
2020-04-01,245,양파,0,11.3,19.12,815916,1150,뿌리채소
2020-04-01,232,당근,0,11.3,19.12,211140,2650,뿌리채소
2020-04-01,411,사과,0,11.3,19.12,148224,3300,과일
2020-04-02,223,오이,0,9.3,21.25,415570,377.5,열매채소
2020-04-02,214,상추,0,9.3,21.25,112144,2062.5,엽채류
2020-04-02,211,배추,0,9.3,21.25,367817.75,900,채소
2020-04-02,152,감자,0,9.3,21.25,293374,1175,뿌리채소
2020-04-02,151,고구마,0,9.3,21.25,114426,3350,뿌리채소
2020-04-02,225,토마토,0,9.3,21.25,110769.3,3750,과일
2020-04-02,245,양파,0,9.3,21.25,904270,1112.5,뿌리채소
2020-04-02,232,당근,0,9.3,21.25,181603,2583.333333,뿌리채소
2020-04-02,224,호박,0,9.3,21.25,272573,787.5,열매채소
2020-04-02,411,사과,0,9.3,21.25,130020,3500,과일
2020-04-03,223,오이,0,10,22.56,445168,402.5,열매채소
2020-04-03,214,상추,0,10,22.56,107012,2062.5,엽채류
2020-04-03,152,감자,0,10,22.56,392708,1175,뿌리채소
2020-04-03,151,고구마,0,10,22.56,150176,3350,뿌리채소
2020-04-03,211,배추,0,10,22.56,349383.25,800,채소
2020-04-03,224,호박,0,10,22.56,286644,762.5,열매채소
2020-04-03,245,양파,0,10,22.56,681290,1112.5,뿌리채소
2020-04-03,232,당근,0,10,22.56,188870,2483.333333,뿌리채소
2020-04-03,225,토마토,0,10,22.56,175185.1,4250,과일
2020-04-03,411,사과,0,10,22.56,211040,3100,과일
2020-04-06,223,오이,0,9.3,22.51,827346,347.5,열매채소
2020-04-06,214,상추,0,9.3,22.51,139014,2562.5,엽채류
2020-04-06,152,감자,0,9.3,22.51,394594,1175,뿌리채소
2020-04-06,211,배추,0,9.3,22.51,430088.1,800,채소
2020-04-06,151,고구마,0,9.3,22.51,185903.2,3350,뿌리채소
2020-04-06,225,토마토,0,9.3,22.51,201276.8,4550,과일
2020-04-06,245,양파,0,9.3,22.51,1048405,1125,뿌리채소
2020-04-06,232,당근,0,9.3,22.51,200270,2250,뿌리채소
2020-04-06,224,호박,0,9.3,22.51,397858,737.5,열매채소
2020-04-06,411,사과,0,9.3,22.51,229682,3500,과일
2020-04-07,214,상추,0,10.6,19.3,129880,2437.5,엽채류
2020-04-07,211,배추,0,10.6,19.3,405077,800,채소
2020-04-07,152,감자,0,10.6,19.3,356574,1075,뿌리채소
2020-04-07,151,고구마,0,10.6,19.3,162692,3350,뿌리채소
2020-04-07,223,오이,0,10.6,19.3,469948,347.5,열매채소
2020-04-07,224,호박,0,10.6,19.3,335192,737.5,열매채소
2020-04-07,245,양파,0,10.6,19.3,1003130,1250,뿌리채소
2020-04-07,232,당근,0,10.6,19.3,137510,2116.666667,뿌리채소
2020-04-07,225,토마토,0,10.6,19.3,144791.8,3750,과일
2020-04-07,411,사과,0,10.6,19.3,175861,3000,과일
2020-04-08,214,상추,0,9.4,24.86,126232,2187.5,엽채류
2020-04-08,211,배추,0,9.4,24.86,351189.15,800,채소
2020-04-08,152,감자,0,9.4,24.86,381780,1025,뿌리채소
2020-04-08,151,고구마,0,9.4,24.86,133496,3550,뿌리채소
2020-04-08,223,오이,0,9.4,24.86,554607,337.5,열매채소
2020-04-08,224,호박,0,9.4,24.86,331452,687.5,열매채소
2020-04-08,245,양파,0,9.4,24.86,1124338,1250,뿌리채소
2020-04-08,232,당근,0,9.4,24.86,235340,2283.333333,뿌리채소
2020-04-08,225,토마토,0,9.4,24.86,163671,3950,과일
2020-04-08,411,사과,0,9.4,24.86,198271,3000,과일
2020-04-09,214,상추,0,8.9,24.79,119398,2062.5,엽채류
2020-04-09,223,오이,0,8.9,24.79,518251.5,317.5,열매채소
2020-04-09,152,감자,0,8.9,24.79,366254,2625,뿌리채소
2020-04-09,151,고구마,0,8.9,24.79,128918,3550,뿌리채소
2020-04-09,211,배추,0,8.9,24.79,429003.5,800,채소
2020-04-09,224,호박,0,8.9,24.79,277582,662.5,열매채소
2020-04-09,245,양파,0,8.9,24.79,1040767,1200,뿌리채소
2020-04-09,232,당근,0,8.9,24.79,170479,2283.333333,뿌리채소
2020-04-09,225,토마토,0,8.9,24.79,115583,3250,과일
2020-04-09,411,사과,0,8.9,24.79,295612.5,3000,과일
2020-04-10,223,오이,0,10.7,21.07,568323,317.5,열매채소
2020-04-10,214,상추,0,10.7,21.07,121358,2062.5,엽채류
2020-04-10,211,배추,0,10.7,21.07,387575.25,800,채소
2020-04-10,152,감자,0,10.7,21.07,324670,2625,뿌리채소
2020-04-10,151,고구마,0,10.7,21.07,134106,3550,뿌리채소
2020-04-10,225,토마토,0,10.7,21.07,205721.4,4050,과일
2020-04-10,245,양파,0,10.7,21.07,917015,1175,뿌리채소
2020-04-10,232,당근,0,10.7,21.07,178120,2283.333333,뿌리채소
2020-04-10,224,호박,0,10.7,21.07,286296,662.5,열매채소
2020-04-10,411,사과,0,10.7,21.07,232354,3000,과일
2020-04-13,223,오이,0,12.4,26.02,1028680,302.5,열매채소
2020-04-13,214,상추,0,12.4,26.02,148804,2562.5,엽채류
2020-04-13,152,감자,0,12.4,26.02,492695,2575,뿌리채소
2020-04-13,151,고구마,0,12.4,26.02,177330.4,3750,뿌리채소
2020-04-13,211,배추,0,12.4,26.02,413311,800,채소
2020-04-13,224,호박,0,12.4,26.02,445172,662.5,열매채소
2020-04-13,245,양파,0,12.4,26.02,838242,1150,뿌리채소
2020-04-13,232,당근,0,12.4,26.02,212720,2216.666667,뿌리채소
2020-04-13,225,토마토,0,12.4,26.02,234548.5,3750,과일
2020-04-13,411,사과,0,12.4,26.02,237413,3000,과일
2020-04-14,214,상추,0,13,25.93,126606,2562.5,엽채류
2020-04-14,151,고구마,0,13,25.93,151134,3750,뿌리채소
2020-04-14,152,감자,0,13,25.93,365693,2525,뿌리채소
2020-04-14,223,오이,0,13,25.93,593354,307.5,열매채소
2020-04-14,211,배추,0,13,25.93,381581,900,채소
2020-04-14,224,호박,0,13,25.93,366278,662.5,열매채소
2020-04-14,245,양파,0,13,25.93,1000745,1100,뿌리채소
2020-04-14,232,당근,0,13,25.93,163740,2116.666667,뿌리채소
2020-04-14,225,토마토,0,13,25.93,141874.2,3750,과일
2020-04-14,411,사과,0,13,25.93,139260,2800,과일
2020-04-16,214,상추,0,16,22.96,118394,2312.5,엽채류
2020-04-16,152,감자,0,16,22.96,299410,2525,뿌리채소
2020-04-16,151,고구마,0,16,22.96,107658,4050,뿌리채소
2020-04-16,224,호박,0,16,22.96,266858,737.5,열매채소
2020-04-16,223,오이,0,16,22.96,554990.5,322.5,열매채소
2020-04-16,245,양파,0,16,22.96,1153236,1100,뿌리채소
2020-04-16,232,당근,0,16,22.96,146579,2183.333333,뿌리채소
2020-04-16,225,토마토,0,16,22.96,119082.3,3650,과일
2020-04-16,211,배추,0,16,22.96,300438.85,900,채소
2020-04-16,411,사과,0,16,22.96,152366,4300,과일
2020-04-17,214,상추,6.5,12.5,4.23,111764,2312.5,엽채류
2020-04-17,151,고구마,6.5,12.5,4.23,158850,4250,뿌리채소
2020-04-17,152,감자,6.5,12.5,4.23,308730,2475,뿌리채소
2020-04-17,211,배추,6.5,12.5,4.23,368797,900,채소
2020-04-17,223,오이,6.5,12.5,4.23,517007,312.5,열매채소
2020-04-17,245,양파,6.5,12.5,4.23,748492,1150,뿌리채소
2020-04-17,225,토마토,6.5,12.5,4.23,147683.5,3850,과일
2020-04-17,224,호박,6.5,12.5,4.23,230719,712.5,열매채소
2020-04-17,232,당근,6.5,12.5,4.23,143100,2183.333333,뿌리채소
2020-04-17,411,사과,6.5,12.5,4.23,114906,4400,과일
2020-04-20,214,상추,0.1,10,7.34,173213.5,2187.5,엽채류
2020-04-20,152,감자,0.1,10,7.34,378938,2475,뿌리채소
2020-04-20,151,고구마,0.1,10,7.34,164126,4350,뿌리채소
2020-04-20,223,오이,0.1,10,7.34,1136674,262.5,열매채소
2020-04-20,224,호박,0.1,10,7.34,472096,662.5,열매채소
2020-04-20,245,양파,0.1,10,7.34,983935,1250,뿌리채소
2020-04-20,232,당근,0.1,10,7.34,225360,2183.333333,뿌리채소
2020-04-20,225,토마토,0.1,10,7.34,201267.5,3250,과일
2020-04-20,211,배추,0.1,10,7.34,374617.2,900,채소
2020-04-20,411,사과,0.1,10,7.34,203474,4050,과일
2020-04-21,214,상추,0,7.4,23.63,146192,2187.5,엽채류
2020-04-21,151,고구마,0,7.4,23.63,161860,4350,뿌리채소
2020-04-21,223,오이,0,7.4,23.63,585885,277.5,열매채소
2020-04-21,152,감자,0,7.4,23.63,283566,2525,뿌리채소
2020-04-21,224,호박,0,7.4,23.63,332424,612.5,열매채소
2020-04-21,245,양파,0,7.4,23.63,862001,1250,뿌리채소
2020-04-21,232,당근,0,7.4,23.63,154100,2150,뿌리채소
2020-04-21,225,토마토,0,7.4,23.63,134267.4,3250,과일
2020-04-21,211,배추,0,7.4,23.63,298220.8,900,채소
2020-04-21,411,사과,0,7.4,23.63,125926,4150,과일
2020-04-22,214,상추,0,6,15.89,130530,2062.5,엽채류
2020-04-22,151,고구마,0,6,15.89,115270,4350,뿌리채소
2020-04-22,211,배추,0,6,15.89,340306.5,1000,채소
2020-04-22,245,양파,0,6,15.89,1167358,1150,뿌리채소
2020-04-22,223,오이,0,6,15.89,539456,277.5,열매채소
2020-04-22,232,당근,0,6,15.89,227142,2150,뿌리채소
2020-04-22,225,토마토,0,6,15.89,138141.2,2950,과일
2020-04-22,224,호박,0,6,15.89,297776,662.5,열매채소
2020-04-22,152,감자,0,6,15.89,380019,2525,뿌리채소
2020-04-22,411,사과,0,6,15.89,148445,4150,과일
2020-04-23,214,상추,0,7.9,25.72,122228,1687.5,엽채류
2020-04-23,211,배추,0,7.9,25.72,358988.65,1100,채소
2020-04-23,151,고구마,0,7.9,25.72,117724,4350,뿌리채소
2020-04-23,223,오이,0,7.9,25.72,488240.5,307.5,열매채소
2020-04-23,245,양파,0,7.9,25.72,1132545,1050,뿌리채소
2020-04-23,232,당근,0,7.9,25.72,221759,2150,뿌리채소
2020-04-23,225,토마토,0,7.9,25.72,104672.5,2850,과일
2020-04-23,224,호박,0,7.9,25.72,257912,687.5,열매채소
2020-04-23,152,감자,0,7.9,25.72,336565,2625,뿌리채소
2020-04-23,411,사과,0,7.9,25.72,140136,4150,과일
2020-04-24,214,상추,0,9.9,26.61,111980,1937.5,엽채류
2020-04-24,152,감자,0,9.9,26.61,333802,2625,뿌리채소
2020-04-24,211,배추,0,9.9,26.61,331797,1200,채소
2020-04-24,151,고구마,0,9.9,26.61,120614,4350,뿌리채소
2020-04-24,223,오이,0,9.9,26.61,440992,292.5,열매채소
2020-04-24,224,호박,0,9.9,26.61,241636,787.5,열매채소
2020-04-24,245,양파,0,9.9,26.61,919225,1050,뿌리채소
2020-04-24,232,당근,0,9.9,26.61,152620,2150,뿌리채소
2020-04-24,225,토마토,0,9.9,26.61,189306.9,2850,과일
2020-04-24,411,사과,0,9.9,26.61,154835,4150,과일
2020-04-27,214,상추,0,12.9,22.98,130174,2187.5,엽채류
2020-04-27,211,배추,0,12.9,22.98,415587.75,1200,채소
2020-04-27,151,고구마,0,12.9,22.98,119461,4350,뿌리채소
2020-04-27,152,감자,0,12.9,22.98,477781,2625,뿌리채소
2020-04-27,224,호박,0,12.9,22.98,509122,637.5,열매채소
2020-04-27,245,양파,0,12.9,22.98,1095230,1050,뿌리채소
2020-04-27,223,오이,0,12.9,22.98,975560,277.5,열매채소
2020-04-27,232,당근,0,12.9,22.98,212060,2150,뿌리채소
2020-04-27,225,토마토,0,12.9,22.98,255593.5,2350,과일
2020-04-27,411,사과,0,12.9,22.98,177535,4150,과일
2020-04-28,214,상추,0,13.9,26.97,115806,2312.5,엽채류
2020-04-28,211,배추,0,13.9,26.97,368221.9,1400,채소
2020-04-28,151,고구마,0,13.9,26.97,95744,4550,뿌리채소
2020-04-28,223,오이,0,13.9,26.97,618380,327.5,열매채소
2020-04-28,245,양파,0,13.9,26.97,1192220,1000,뿌리채소
2020-04-28,232,당근,0,13.9,26.97,276223.2,2116.666667,뿌리채소
2020-04-28,225,토마토,0,13.9,26.97,172814,2500,과일
2020-04-28,224,호박,0,13.9,26.97,399247,612.5,열매채소
2020-04-28,152,감자,0,13.9,26.97,288964,2775,뿌리채소
2020-04-28,411,사과,0,13.9,26.97,154990,4200,과일
2020-04-29,214,상추,0,14.9,26.1,120690,2562.5,엽채류
2020-04-29,152,감자,0,14.9,26.1,382078,2775,뿌리채소
2020-04-29,211,배추,0,14.9,26.1,420720.5,1500,채소
2020-04-29,151,고구마,0,14.9,26.1,94005.6,4950,뿌리채소
2020-04-29,223,오이,0,14.9,26.1,691084,307.5,열매채소
2020-04-29,224,호박,0,14.9,26.1,369686,612.5,열매채소
2020-04-29,245,양파,0,14.9,26.1,1190225,950,뿌리채소
2020-04-29,232,당근,0,14.9,26.1,158421.2,2116.666667,뿌리채소
2020-04-29,225,토마토,0,14.9,26.1,181347.7,2450,과일
2020-04-29,411,사과,0,14.9,26.1,203882,4000,과일
2020-05-04,214,상추,0,20.2,25.42,169294,2562.5,엽채류
2020-05-04,211,배추,0,20.2,25.42,420655.5,1700,채소
2020-05-04,151,고구마,0,20.2,25.42,95714,4950,뿌리채소
2020-05-04,152,감자,0,20.2,25.42,364661,2575,뿌리채소
2020-05-04,224,호박,0,20.2,25.42,505256,487.5,열매채소
2020-05-04,223,오이,0,20.2,25.42,1446724,227.5,열매채소
2020-05-04,245,양파,0,20.2,25.42,1110572,1050,뿌리채소
2020-05-04,232,당근,0,20.2,25.42,223622,1983.333333,뿌리채소
2020-05-04,225,토마토,0,20.2,25.42,291346.8,2250,과일
2020-05-04,411,사과,0,20.2,25.42,180103,4000,과일
2020-05-06,214,상추,0,19.4,28.51,118672,2187.5,엽채류
2020-05-06,211,배추,0,19.4,28.51,378399.6,1387.5,채소
2020-05-06,152,감자,0,19.4,28.51,328612.2,2775,뿌리채소
2020-05-06,151,고구마,0,19.4,28.51,90632,4950,뿌리채소
2020-05-06,223,오이,0,19.4,28.51,756564,217.5,열매채소
2020-05-06,224,호박,0,19.4,28.51,290270,537.5,열매채소
2020-05-06,245,양파,0,19.4,28.51,839214,950,뿌리채소
2020-05-06,232,당근,0,19.4,28.51,230030,1850,뿌리채소
2020-05-06,225,토마토,0,19.4,28.51,215622.9,2250,과일
2020-05-06,411,사과,0,19.4,28.51,112940,4300,과일
2020-05-07,214,상추,0,20.7,23.93,115532,2187.5,엽채류
2020-05-07,152,감자,0,20.7,23.93,340792,2775,뿌리채소
2020-05-07,151,고구마,0,20.7,23.93,63621,4750,뿌리채소
2020-05-07,223,오이,0,20.7,23.93,660948.5,212.5,열매채소
2020-05-07,211,배추,0,20.7,23.93,399642.7,1287.5,채소
2020-05-07,224,호박,0,20.7,23.93,229696,587.5,열매채소
2020-05-07,245,양파,0,20.7,23.93,999537,950,뿌리채소
2020-05-07,232,당근,0,20.7,23.93,188779,1850,뿌리채소
2020-05-07,225,토마토,0,20.7,23.93,191129.5,2050,과일
2020-05-07,411,사과,0,20.7,23.93,127594,4500,과일
2020-05-08,214,상추,2.3,19.9,23.26,101228,2312.5,엽채류
2020-05-08,151,고구마,2.3,19.9,23.26,52046,4750,뿌리채소
2020-05-08,152,감자,2.3,19.9,23.26,402470,2775,뿌리채소
2020-05-08,211,배추,2.3,19.9,23.26,340470,1275,채소
2020-05-08,224,호박,2.3,19.9,23.26,195200,587.5,열매채소
2020-05-08,223,오이,2.3,19.9,23.26,522552,217.5,열매채소
2020-05-08,245,양파,2.3,19.9,23.26,1107938,950,뿌리채소
2020-05-08,232,당근,2.3,19.9,23.26,162088,1850,뿌리채소
2020-05-08,225,토마토,2.3,19.9,23.26,153605.1,1750,과일
2020-05-08,411,사과,2.3,19.9,23.26,68330,4750,과일
2020-05-11,214,상추,3.4,16.5,22.98,142752,2437.5,엽채류
2020-05-11,211,배추,3.4,16.5,22.98,485668,1125,채소
2020-05-11,152,감자,3.4,16.5,22.98,308970,2525,뿌리채소
2020-05-11,151,고구마,3.4,16.5,22.98,106366.8,4750,뿌리채소
2020-05-11,223,오이,3.4,16.5,22.98,849885,287.5,열매채소
2020-05-11,224,호박,3.4,16.5,22.98,393193.5,637.5,열매채소
2020-05-11,245,양파,3.4,16.5,22.98,1051753,900,뿌리채소
2020-05-11,232,당근,3.4,16.5,22.98,147596,1716.666667,뿌리채소
2020-05-11,225,토마토,3.4,16.5,22.98,323557.8,1350,과일
2020-05-11,411,사과,3.4,16.5,22.98,107215,4750,과일
2020-05-12,214,상추,0.7,14.3,13.6,118962,2062.5,엽채류
2020-05-12,152,감자,0.7,14.3,13.6,291885,2625,뿌리채소
2020-05-12,151,고구마,0.7,14.3,13.6,85550,4750,뿌리채소
2020-05-12,223,오이,0.7,14.3,13.6,488800,322.5,열매채소
2020-05-12,211,배추,0.7,14.3,13.6,410165.5,1075,채소
2020-05-12,224,호박,0.7,14.3,13.6,314957,737.5,열매채소
2020-05-12,245,양파,0.7,14.3,13.6,957307,900,뿌리채소
2020-05-12,232,당근,0.7,14.3,13.6,219470,1716.666667,뿌리채소
2020-05-12,225,토마토,0.7,14.3,13.6,208946.6,1350,과일
2020-05-12,411,사과,0.7,14.3,13.6,81062,4900,과일
2020-05-13,214,상추,0,16.1,29.7,106027.5,2312.5,엽채류
2020-05-13,211,배추,0,16.1,29.7,391958,1050,채소
2020-05-13,151,고구마,0,16.1,29.7,88066,4750,뿌리채소
2020-05-13,152,감자,0,16.1,29.7,392004,2625,뿌리채소
2020-05-13,223,오이,0,16.1,29.7,440234,312.5,열매채소
2020-05-13,245,양파,0,16.1,29.7,1169366,1050,뿌리채소
2020-05-13,232,당근,0,16.1,29.7,158948,1716.666667,뿌리채소
2020-05-13,225,토마토,0,16.1,29.7,173455.3,1350,과일
2020-05-13,224,호박,0,16.1,29.7,212510,1062.5,열매채소
2020-05-13,411,사과,0,16.1,29.7,97012,4900,과일
2020-05-14,223,오이,0,19.3,20.64,509534.5,312.5,열매채소
2020-05-14,214,상추,0,19.3,20.64,103863.5,2437.5,엽채류
2020-05-14,211,배추,0,19.3,20.64,440753.5,1050,채소
2020-05-14,152,감자,0,19.3,20.64,453118,2625,뿌리채소
2020-05-14,151,고구마,0,19.3,20.64,70294,4750,뿌리채소
2020-05-14,225,토마토,0,19.3,20.64,167425.7,1250,과일
2020-05-14,245,양파,0,19.3,20.64,978824,1200,뿌리채소
2020-05-14,232,당근,0,19.3,20.64,171742.5,1716.666667,뿌리채소
2020-05-14,224,호박,0,19.3,20.64,251972,1137.5,열매채소
2020-05-14,411,사과,0,19.3,20.64,47000,5200,과일
2020-05-15,214,상추,12,16.1,3.43,111340,2812.5,엽채류
2020-05-15,151,고구마,12,16.1,3.43,89320,4950,뿌리채소
2020-05-15,152,감자,12,16.1,3.43,455838,2050,뿌리채소
2020-05-15,211,배추,12,16.1,3.43,544838.75,1050,채소
2020-05-15,223,오이,12,16.1,3.43,602819,322.5,열매채소
2020-05-15,245,양파,12,16.1,3.43,1152916,1200,뿌리채소
2020-05-15,232,당근,12,16.1,3.43,188072,1716.666667,뿌리채소
2020-05-15,225,토마토,12,16.1,3.43,229187.1,1350,과일
2020-05-15,224,호박,12,16.1,3.43,301730,1187.5,열매채소
2020-05-15,411,사과,12,16.1,3.43,137580,5200,과일
2020-05-18,214,상추,29.8,19.1,14.07,134853,2937.5,엽채류
2020-05-18,152,감자,29.8,19.1,14.07,443942,2000,뿌리채소
2020-05-18,151,고구마,29.8,19.1,14.07,117869.2,4950,뿌리채소
2020-05-18,211,배추,29.8,19.1,14.07,477076.25,950,채소
2020-05-18,223,오이,29.8,19.1,14.07,1004591,297.5,열매채소
2020-05-18,245,양파,29.8,19.1,14.07,1204413,1000,뿌리채소
2020-05-18,232,당근,29.8,19.1,14.07,210434,1716.666667,뿌리채소
2020-05-18,225,토마토,29.8,19.1,14.07,180887,1400,과일
2020-05-18,224,호박,29.8,19.1,14.07,362349,887.5,열매채소
2020-05-18,411,사과,29.8,19.1,14.07,95428,5200,과일
2020-05-19,223,오이,19,13,15.29,717044,277.5,열매채소
2020-05-19,214,상추,19,13,15.29,117940,2937.5,엽채류
2020-05-19,211,배추,19,13,15.29,533409,1050,채소
2020-05-19,152,감자,19,13,15.29,376597,2150,뿌리채소
2020-05-19,151,고구마,19,13,15.29,74950,4950,뿌리채소
2020-05-19,225,토마토,19,13,15.29,143283.9,1450,과일
2020-05-19,245,양파,19,13,15.29,1126150,1000,뿌리채소
2020-05-19,232,당근,19,13,15.29,201182,1716.666667,뿌리채소
2020-05-19,224,호박,19,13,15.29,323160,937.5,열매채소
2020-05-19,411,사과,19,13,15.29,104831,5200,과일
2020-05-20,214,상추,0,14.4,20.91,92945,2937.5,엽채류
2020-05-20,211,배추,0,14.4,20.91,395913,1050,채소
2020-05-20,151,고구마,0,14.4,20.91,105650,5250,뿌리채소
2020-05-20,152,감자,0,14.4,20.91,249747,2150,뿌리채소
2020-05-20,223,오이,0,14.4,20.91,648107,267.5,열매채소
2020-05-20,245,양파,0,14.4,20.91,1057010,950,뿌리채소
2020-05-20,232,당근,0,14.4,20.91,174000,1650,뿌리채소
2020-05-20,225,토마토,0,14.4,20.91,164783.4,1550,과일
2020-05-20,224,호박,0,14.4,20.91,250286,1087.5,열매채소
2020-05-20,411,사과,0,14.4,20.91,73210,5600,과일
2020-05-21,214,상추,0,17.4,24.35,99893,2937.5,엽채류
2020-05-21,211,배추,0,17.4,24.35,384184.25,1150,채소
2020-05-21,151,고구마,0,17.4,24.35,90378,5250,뿌리채소
2020-05-21,152,감자,0,17.4,24.35,451266,1950,뿌리채소
2020-05-21,223,오이,0,17.4,24.35,587710,277.5,열매채소
2020-05-21,245,양파,0,17.4,24.35,1083178,950,뿌리채소
2020-05-21,232,당근,0,17.4,24.35,178020,1583.333333,뿌리채소
2020-05-21,225,토마토,0,17.4,24.35,124458.9,1750,과일
2020-05-21,224,호박,0,17.4,24.35,200352,1262.5,열매채소
2020-05-21,411,사과,0,17.4,24.35,64594,5600,과일
2020-05-22,214,상추,0,18.5,13.07,109618,3062.5,엽채류
2020-05-22,151,고구마,0,18.5,13.07,112300,5250,뿌리채소
2020-05-22,152,감자,0,18.5,13.07,456960,1800,뿌리채소
2020-05-22,211,배추,0,18.5,13.07,498492,1150,채소
2020-05-22,223,오이,0,18.5,13.07,571726,277.5,열매채소
2020-05-22,245,양파,0,18.5,13.07,1245255,950,뿌리채소
2020-05-22,232,당근,0,18.5,13.07,122208.5,1416.666667,뿌리채소
2020-05-22,225,토마토,0,18.5,13.07,210239.9,1750,과일
2020-05-22,224,호박,0,18.5,13.07,259520,1237.5,열매채소
2020-05-22,411,사과,0,18.5,13.07,151760,5900,과일
2020-05-25,214,상추,0,16.6,16.88,130128,4062.5,엽채류
2020-05-25,151,고구마,0,16.6,16.88,94490,5250,뿌리채소
2020-05-25,152,감자,0,16.6,16.88,654480,1650,뿌리채소
2020-05-25,211,배추,0,16.6,16.88,484073,1150,채소
2020-05-25,245,양파,0,16.6,16.88,1573323,900,뿌리채소
2020-05-25,232,당근,0,16.6,16.88,133440,1483.333333,뿌리채소
2020-05-25,225,토마토,0,16.6,16.88,260986.9,2050,과일
2020-05-25,224,호박,0,16.6,16.88,453960,1187.5,열매채소
2020-05-25,223,오이,0,16.6,16.88,1085784,277.5,열매채소
2020-05-25,411,사과,0,16.6,16.88,140680,6050,과일
2020-05-26,214,상추,1.5,16.2,18.49,123054.5,3562.5,엽채류
2020-05-26,152,감자,1.5,16.2,18.49,439190,1450,뿌리채소
2020-05-26,151,고구마,1.5,16.2,18.49,68930,5450,뿌리채소
2020-05-26,211,배추,1.5,16.2,18.49,533874.25,1250,채소
2020-05-26,245,양파,1.5,16.2,18.49,1148811,850,뿌리채소
2020-05-26,223,오이,1.5,16.2,18.49,742364,277.5,열매채소
2020-05-26,232,당근,1.5,16.2,18.49,217924,1483.333333,뿌리채소
2020-05-26,225,토마토,1.5,16.2,18.49,224041.4,1950,과일
2020-05-26,224,호박,1.5,16.2,18.49,339244,1087.5,열매채소
2020-05-26,411,사과,1.5,16.2,18.49,99750,6050,과일
2020-05-27,214,상추,0,17.4,30.06,123054,3187.5,엽채류
2020-05-27,151,고구마,0,17.4,30.06,84592,5850,뿌리채소
2020-05-27,152,감자,0,17.4,30.06,447326,1250,뿌리채소
2020-05-27,223,오이,0,17.4,30.06,694683,277.5,열매채소
2020-05-27,245,양파,0,17.4,30.06,1196008,850,뿌리채소
2020-05-27,232,당근,0,17.4,30.06,239102,1450,뿌리채소
2020-05-27,225,토마토,0,17.4,30.06,176298.6,1950,과일
2020-05-27,224,호박,0,17.4,30.06,302638,1037.5,열매채소
2020-05-27,211,배추,0,17.4,30.06,388990,1150,채소
2020-05-27,411,사과,0,17.4,30.06,112075,6050,과일
2020-05-28,214,상추,0,18.7,22.83,105930,3062.5,엽채류
2020-05-28,152,감자,0,18.7,22.83,413940,1250,뿌리채소
2020-05-28,151,고구마,0,18.7,22.83,85763,5850,뿌리채소
2020-05-28,223,오이,0,18.7,22.83,686659.5,277.5,열매채소
2020-05-28,224,호박,0,18.7,22.83,281722,1087.5,열매채소
2020-05-28,245,양파,0,18.7,22.83,1202915,850,뿌리채소
2020-05-28,232,당근,0,18.7,22.83,173730.6,1450,뿌리채소
2020-05-28,225,토마토,0,18.7,22.83,107165.9,2250,과일
2020-05-28,211,배추,0,18.7,22.83,419310.95,1150,채소
2020-05-28,411,사과,0,18.7,22.83,78126,6050,과일
2020-05-29,214,상추,0,20.7,28.09,114014,3187.5,엽채류
2020-05-29,211,배추,0,20.7,28.09,528829,1050,채소
2020-05-29,152,감자,0,20.7,28.09,425303,1500,뿌리채소
2020-05-29,151,고구마,0,20.7,28.09,77112,6150,뿌리채소
2020-05-29,224,호박,0,20.7,28.09,307356,1062.5,열매채소
2020-05-29,245,양파,0,20.7,28.09,1061478,850,뿌리채소
2020-05-29,223,오이,0,20.7,28.09,753129,282.5,열매채소
2020-05-29,232,당근,0,20.7,28.09,171562,1416.666667,뿌리채소
2020-05-29,225,토마토,0,20.7,28.09,206869.9,2250,과일
2020-05-29,411,사과,0,20.7,28.09,122687,6050,과일
2020-06-01,214,상추,0.4,19.7,30.35,131802,3187.5,엽채류
2020-06-01,211,배추,0.4,19.7,30.35,518969,950,채소
2020-06-01,151,고구마,0.4,19.7,30.35,67452,6150,뿌리채소
2020-06-01,152,감자,0.4,19.7,30.35,306015,1700,뿌리채소
2020-06-01,224,호박,0.4,19.7,30.35,499856,887.5,열매채소
2020-06-01,223,오이,0.4,19.7,30.35,1561979,242.5,열매채소
2020-06-01,245,양파,0.4,19.7,30.35,1111506,750,뿌리채소
2020-06-01,232,당근,0.4,19.7,30.35,234651.5,1416.666667,뿌리채소
2020-06-01,225,토마토,0.4,19.7,30.35,253686.6,2050,과일
2020-06-01,411,사과,0.4,19.7,30.35,152778,6050,과일
2020-06-02,214,상추,2,17.9,5.89,115924,2812.5,엽채류
2020-06-02,152,감자,2,17.9,5.89,463160,1550,뿌리채소
